prox-id,from,to,position,floor,zone,type
yfinney001,2016/5/31 7:21,2016/5/31 7:22,out_office,1,4,fixed-prox
sflorez001,2016/5/31 7:22,2016/5/31 7:22,out_office,2,4,fixed-prox
yfinney001,2016/5/31 7:22,2016/5/31 7:22,out_office,2,4,fixed-prox
sflorez001,2016/5/31 7:22,2016/5/31 7:22,out_office,2,1,fixed-prox
yfinney001,2016/5/31 7:22,2016/5/31 7:22,out_office,2,1,fixed-prox
sflorez001,2016/5/31 7:22,2016/5/31 8:59,in_office,2,7,fixed-prox
yfinney001,2016/5/31 7:22,2016/5/31 8:57,in_office,2,2,fixed-prox
mcassano001,2016/5/31 7:22,2016/5/31 7:23,out_office,1,4,fixed-prox
anubarron001,2016/5/31 7:22,2016/5/31 7:23,out_office,1,4,fixed-prox
cshipp001,2016/5/31 7:22,2016/5/31 7:23,out_office,1,4,fixed-prox
rfaralso001,2016/5/31 7:22,2016/5/31 7:23,out_office,1,4,fixed-prox
avico001,2016/5/31 7:22,2016/5/31 7:23,out_office,1,4,fixed-prox
lazada001,2016/5/31 7:23,2016/5/31 7:24,out_office,1,1,fixed-prox
nbasham001,2016/5/31 7:23,2016/5/31 7:24,out_office,1,1,fixed-prox
sparrino001,2016/5/31 7:23,2016/5/31 7:24,out_office,1,1,fixed-prox
rfaralso001,2016/5/31 7:23,2016/5/31 7:23,out_office,2,4,fixed-prox
cshipp001,2016/5/31 7:23,2016/5/31 7:23,out_office,2,4,fixed-prox
avico001,2016/5/31 7:23,2016/5/31 7:23,out_office,2,4,fixed-prox
anubarron001,2016/5/31 7:23,2016/5/31 7:23,out_office,2,4,fixed-prox
mcassano001,2016/5/31 7:23,2016/5/31 7:23,out_office,2,4,fixed-prox
rfaralso001,2016/5/31 7:23,2016/5/31 7:23,out_office,2,1,fixed-prox
anubarron001,2016/5/31 7:23,2016/5/31 7:23,out_office,2,1,fixed-prox
avico001,2016/5/31 7:23,2016/5/31 7:23,out_office,2,1,fixed-prox
mcassano001,2016/5/31 7:23,2016/5/31 7:23,out_office,2,1,fixed-prox
cshipp001,2016/5/31 7:23,2016/5/31 7:23,out_office,2,1,fixed-prox
cshipp001,2016/5/31 7:23,2016/5/31 8:54,in_office,2,6,fixed-prox
rfaralso001,2016/5/31 7:23,2016/5/31 8:45,out_office,2,7,fixed-prox
mcassano001,2016/5/31 7:23,2016/5/31 9:04,in_office,2,7,fixed-prox
avico001,2016/5/31 7:23,2016/5/31 8:50,in_office,2,2,fixed-prox
anubarron001,2016/5/31 7:23,2016/5/31 9:03,in_office,2,2,fixed-prox
slowery001,2016/5/31 7:24,2016/5/31 7:25,out_office,1,1,fixed-prox
cstaley001,2016/5/31 7:24,2016/5/31 8:45,in_office,1,1,fixed-prox
lazada001,2016/5/31 7:24,2016/5/31 7:25,out_office,1,4,fixed-prox
nbasham001,2016/5/31 7:24,2016/5/31 7:25,out_office,1,4,fixed-prox
sparrino001,2016/5/31 7:24,2016/5/31 7:25,out_office,1,4,fixed-prox
korilla001,2016/5/31 7:25,2016/5/31 7:26,out_office,1,1,fixed-prox
lazada001,2016/5/31 7:25,2016/5/31 7:25,out_office,2,4,fixed-prox
nbasham001,2016/5/31 7:25,2016/5/31 7:25,out_office,2,4,fixed-prox
sparrino001,2016/5/31 7:25,2016/5/31 7:25,out_office,2,4,fixed-prox
lazada001,2016/5/31 7:25,2016/5/31 10:01,in_office,2,1,fixed-prox
nbasham001,2016/5/31 7:25,2016/5/31 7:25,out_office,2,1,fixed-prox
sparrino001,2016/5/31 7:25,2016/5/31 10:10,in_office,2,1,fixed-prox
nbasham001,2016/5/31 7:25,2016/5/31 8:50,in_office,2,7,fixed-prox
slowery001,2016/5/31 7:25,2016/5/31 7:26,out_office,1,4,fixed-prox
tbattles001,2016/5/31 7:26,2016/5/31 7:27,out_office,1,1,fixed-prox
ahafon001,2016/5/31 7:26,2016/5/31 7:27,out_office,1,1,fixed-prox
apinckney001,2016/5/31 7:26,2016/5/31 7:27,out_office,1,1,fixed-prox
slowery001,2016/5/31 7:26,2016/5/31 7:26,out_office,2,4,fixed-prox
slowery001,2016/5/31 7:26,2016/5/31 7:26,out_office,2,1,fixed-prox
korilla001,2016/5/31 7:26,2016/5/31 7:27,out_office,1,4,fixed-prox
slowery001,2016/5/31 7:26,2016/5/31 8:50,in_office,2,7,fixed-prox
monda001,2016/5/31 7:27,2016/5/31 7:28,out_office,1,1,fixed-prox
tcarrara001,2016/5/31 7:27,2016/5/31 7:28,out_office,1,1,fixed-prox
korilla001,2016/5/31 7:27,2016/5/31 7:27,out_office,2,4,fixed-prox
korilla001,2016/5/31 7:27,2016/5/31 7:27,out_office,2,1,fixed-prox
tbattles001,2016/5/31 7:27,2016/5/31 7:28,out_office,1,4,fixed-prox
apinckney001,2016/5/31 7:27,2016/5/31 7:28,out_office,1,4,fixed-prox
ahafon001,2016/5/31 7:27,2016/5/31 7:28,out_office,1,4,fixed-prox
korilla001,2016/5/31 7:27,2016/5/31 8:55,in_office,2,6,fixed-prox
apinckney001,2016/5/31 7:28,2016/5/31 7:28,out_office,2,4,fixed-prox
tbattles001,2016/5/31 7:28,2016/5/31 7:28,out_office,2,4,fixed-prox
ahafon001,2016/5/31 7:28,2016/5/31 7:28,out_office,2,4,fixed-prox
ahafon001,2016/5/31 7:28,2016/5/31 7:28,out_office,2,1,fixed-prox
apinckney001,2016/5/31 7:28,2016/5/31 7:28,in_office,2,1,fixed-prox
tbattles001,2016/5/31 7:28,2016/5/31 7:28,out_office,2,1,fixed-prox
tcarrara001,2016/5/31 7:28,2016/5/31 7:29,out_office,1,4,fixed-prox
monda001,2016/5/31 7:28,2016/5/31 7:29,out_office,1,4,fixed-prox
ahafon001,2016/5/31 7:28,2016/5/31 8:51,in_office,2,6,fixed-prox
apinckney001,2016/5/31 7:28,2016/5/31 8:50,out_office,2,7,fixed-prox
tbattles001,2016/5/31 7:28,2016/5/31 8:54,in_office,2,2,fixed-prox
csolos001,2016/5/31 7:29,2016/5/31 7:30,out_office,1,1,fixed-prox
tcarrara001,2016/5/31 7:29,2016/5/31 7:29,out_office,2,4,fixed-prox
monda001,2016/5/31 7:29,2016/5/31 7:29,out_office,2,4,fixed-prox
tcarrara001,2016/5/31 7:29,2016/5/31 7:29,out_office,2,1,fixed-prox
monda001,2016/5/31 7:29,2016/5/31 7:29,out_office,2,1,fixed-prox
monda001,2016/5/31 7:29,2016/5/31 8:47,in_office,2,2,fixed-prox
tcarrara001,2016/5/31 7:29,2016/5/31 8:57,in_office,2,2,fixed-prox
eedward001,2016/5/31 7:30,2016/5/31 7:31,out_office,1,1,fixed-prox
pratigan001,2016/5/31 7:30,2016/5/31 7:31,out_office,1,1,fixed-prox
rparade001,2016/5/31 7:30,2016/5/31 8:57,out_office,1,1,fixed-prox
wvasco001,2016/5/31 7:30,2016/5/31 7:31,out_office,1,1,fixed-prox
acampo001,2016/5/31 7:30,2016/5/31 7:32,out_office,1,1,fixed-prox
rpantanal001,2016/5/31 7:30,2016/5/31 7:31,out_office,1,1,fixed-prox
lcarrara001,2016/5/31 7:30,2016/5/31 7:31,out_office,1,1,fixed-prox
lorosco001,2016/5/31 7:30,2016/5/31 7:31,out_office,1,1,fixed-prox
cwhelan001,2016/5/31 7:30,2016/5/31 7:31,out_office,1,1,fixed-prox
jfrost001,2016/5/31 7:30,2016/5/31 12:00,in_office,1,1,fixed-prox
epavone001,2016/5/31 7:30,2016/5/31 7:32,out_office,1,1,fixed-prox
ostrum001,2016/5/31 7:30,2016/5/31 7:31,out_office,1,1,fixed-prox
csolos001,2016/5/31 7:30,2016/5/31 7:31,out_office,1,4,fixed-prox
dscozzese001,2016/5/31 7:31,2016/5/31 9:05,in_office,1,1,fixed-prox
csolos001,2016/5/31 7:31,2016/5/31 7:31,out_office,2,4,fixed-prox
csolos001,2016/5/31 7:31,2016/5/31 7:31,out_office,2,1,fixed-prox
cwhelan001,2016/5/31 7:31,2016/5/31 7:32,out_office,1,4,fixed-prox
ostrum001,2016/5/31 7:31,2016/5/31 7:32,out_office,1,4,fixed-prox
pratigan001,2016/5/31 7:31,2016/5/31 7:32,out_office,1,4,fixed-prox
lorosco001,2016/5/31 7:31,2016/5/31 7:32,out_office,1,4,fixed-prox
eedward001,2016/5/31 7:31,2016/5/31 7:32,out_office,1,4,fixed-prox
lcarrara001,2016/5/31 7:31,2016/5/31 7:32,out_office,1,4,fixed-prox
csolos001,2016/5/31 7:31,2016/5/31 8:45,in_office,2,7,fixed-prox
wvasco001,2016/5/31 7:31,2016/5/31 7:32,out_office,1,4,fixed-prox
rpantanal001,2016/5/31 7:31,2016/5/31 7:32,out_office,1,4,fixed-prox
sfusil001,2016/5/31 7:32,2016/5/31 7:37,out_office,1,1,fixed-prox
bmullen001,2016/5/31 7:32,2016/5/31 7:33,out_office,1,1,fixed-prox
fresumir001,2016/5/31 7:32,2016/5/31 7:32,out_office,1,1,fixed-prox
lorosco001,2016/5/31 7:32,2016/5/31 7:32,out_office,2,4,fixed-prox
eedward001,2016/5/31 7:32,2016/5/31 7:32,out_office,2,4,fixed-prox
cwhelan001,2016/5/31 7:32,2016/5/31 7:32,out_office,2,4,fixed-prox
ostrum001,2016/5/31 7:32,2016/5/31 7:32,out_office,2,4,fixed-prox
rpantanal001,2016/5/31 7:32,2016/5/31 7:32,out_office,2,4,fixed-prox
lcarrara001,2016/5/31 7:32,2016/5/31 7:32,out_office,2,4,fixed-prox
pratigan001,2016/5/31 7:32,2016/5/31 7:32,out_office,2,4,fixed-prox
wvasco001,2016/5/31 7:32,2016/5/31 7:32,out_office,2,4,fixed-prox
cwhelan001,2016/5/31 7:32,2016/5/31 7:32,out_office,2,1,fixed-prox
epavone001,2016/5/31 7:32,2016/5/31 7:33,out_office,1,4,fixed-prox
acampo001,2016/5/31 7:32,2016/5/31 7:33,out_office,1,4,fixed-prox
cwhelan001,2016/5/31 7:32,2016/5/31 9:00,in_office,2,7,fixed-prox
rpantanal001,2016/5/31 7:32,2016/5/31 7:32,out_office,3,4,fixed-prox
lcarrara001,2016/5/31 7:32,2016/5/31 7:32,out_office,3,4,fixed-prox
wvasco001,2016/5/31 7:32,2016/5/31 7:32,out_office,3,4,fixed-prox
eedward001,2016/5/31 7:32,2016/5/31 7:32,out_office,3,4,fixed-prox
lorosco001,2016/5/31 7:32,2016/5/31 7:32,out_office,3,4,fixed-prox
pratigan001,2016/5/31 7:32,2016/5/31 7:32,out_office,3,4,fixed-prox
ostrum001,2016/5/31 7:32,2016/5/31 7:32,out_office,3,4,fixed-prox
ostrum001,2016/5/31 7:32,2016/5/31 7:33,out_office,3,1,fixed-prox
lorosco001,2016/5/31 7:32,2016/5/31 9:55,in_office,3,1,fixed-prox
pratigan001,2016/5/31 7:32,2016/5/31 7:32,out_office,3,1,fixed-prox
rpantanal001,2016/5/31 7:32,2016/5/31 7:32,out_office,3,1,fixed-prox
eedward001,2016/5/31 7:32,2016/5/31 7:32,out_office,3,1,fixed-prox
lcarrara001,2016/5/31 7:32,2016/5/31 7:33,out_office,3,1,fixed-prox
wvasco001,2016/5/31 7:32,2016/5/31 7:32,out_office,3,1,fixed-prox
wvasco001,2016/5/31 7:32,2016/5/31 9:00,out_office,3,2,fixed-prox
rpantanal001,2016/5/31 7:32,2016/5/31 10:13,in_office,3,2,fixed-prox
eedward001,2016/5/31 7:32,2016/5/31 9:00,in_office,3,3,fixed-prox
pratigan001,2016/5/31 7:32,2016/5/31 9:44,in_office,3,3,fixed-prox
fresumir001,2016/5/31 7:32,2016/5/31 7:58,out_office,1,2,fixed-prox
junger001,2016/5/31 7:33,2016/5/31 7:33,out_office,1,1,fixed-prox
vhatchett001,2016/5/31 7:33,2016/5/31 7:34,out_office,1,1,fixed-prox
epavone001,2016/5/31 7:33,2016/5/31 7:33,out_office,2,4,fixed-prox
acampo001,2016/5/31 7:33,2016/5/31 7:33,out_office,2,4,fixed-prox
lcarrara001,2016/5/31 7:33,2016/5/31 7:33,out_office,3,6,fixed-prox
ostrum001,2016/5/31 7:33,2016/5/31 7:33,out_office,3,6,fixed-prox
ostrum001,2016/5/31 7:33,2016/5/31 10:08,in_office,3,3,fixed-prox
lcarrara001,2016/5/31 7:33,2016/5/31 9:30,in_office,3,3,fixed-prox
epavone001,2016/5/31 7:33,2016/5/31 7:33,out_office,3,4,fixed-prox
acampo001,2016/5/31 7:33,2016/5/31 7:33,out_office,3,4,fixed-prox
acampo001,2016/5/31 7:33,2016/5/31 9:20,out_office,3,1,fixed-prox
epavone001,2016/5/31 7:33,2016/5/31 7:33,out_office,3,1,fixed-prox
bmullen001,2016/5/31 7:33,2016/5/31 7:34,out_office,1,4,fixed-prox
epavone001,2016/5/31 7:33,2016/5/31 17:00,in_office,3,2,fixed-prox
junger001,2016/5/31 7:33,2016/5/31 7:34,out_office,1,4,fixed-prox
jsimonides001,2016/5/31 7:34,2016/5/31 7:35,out_office,1,1,fixed-prox
wreynoso001,2016/5/31 7:34,2016/5/31 7:35,out_office,1,1,fixed-prox
vlagos001,2016/5/31 7:34,2016/5/31 7:38,out_office,1,1,fixed-prox
junger001,2016/5/31 7:34,2016/5/31 7:34,out_office,2,4,fixed-prox
bmullen001,2016/5/31 7:34,2016/5/31 7:34,out_office,2,4,fixed-prox
junger001,2016/5/31 7:34,2016/5/31 7:34,out_office,2,1,fixed-prox
bmullen001,2016/5/31 7:34,2016/5/31 7:34,out_office,2,1,fixed-prox
junger001,2016/5/31 7:34,2016/5/31 8:55,in_office,2,7,fixed-prox
vhatchett001,2016/5/31 7:34,2016/5/31 7:35,out_office,1,4,fixed-prox
bmullen001,2016/5/31 7:34,2016/5/31 8:45,in_office,2,6,fixed-prox
bridenour001,2016/5/31 7:35,2016/5/31 7:37,out_office,1,1,fixed-prox
gcazar001,2016/5/31 7:35,2016/5/31 7:37,out_office,1,1,fixed-prox
vhatchett001,2016/5/31 7:35,2016/5/31 7:35,out_office,2,4,fixed-prox
vhatchett001,2016/5/31 7:35,2016/5/31 9:57,in_office,2,1,fixed-prox
jsimonides001,2016/5/31 7:35,2016/5/31 7:36,out_office,1,4,fixed-prox
vawelon001,2016/5/31 7:35,2016/5/31 7:36,out_office,1,4,fixed-prox
wreynoso001,2016/5/31 7:35,2016/5/31 7:36,out_office,1,4,fixed-prox
wreynoso001,2016/5/31 7:36,2016/5/31 7:36,out_office,2,4,fixed-prox
jsimonides001,2016/5/31 7:36,2016/5/31 7:36,out_office,2,4,fixed-prox
vawelon001,2016/5/31 7:36,2016/5/31 7:36,out_office,2,4,fixed-prox
vawelon001,2016/5/31 7:36,2016/5/31 7:46,out_office,2,1,fixed-prox
jsimonides001,2016/5/31 7:36,2016/5/31 7:36,out_office,2,1,fixed-prox
wreynoso001,2016/5/31 7:36,2016/5/31 7:36,out_office,2,1,fixed-prox
jsimonides001,2016/5/31 7:36,2016/5/31 8:55,in_office,2,7,fixed-prox
wreynoso001,2016/5/31 7:36,2016/5/31 8:47,in_office,2,2,fixed-prox
thagan001,2016/5/31 7:37,2016/5/31 7:38,out_office,1,1,fixed-prox
sflecha001,2016/5/31 7:37,2016/5/31 7:38,out_office,1,1,fixed-prox
gcazar001,2016/5/31 7:37,2016/5/31 7:37,out_office,1,4,fixed-prox
bridenour001,2016/5/31 7:37,2016/5/31 7:37,out_office,1,4,fixed-prox
sfusil001,2016/5/31 7:37,2016/5/31 7:37,out_office,1,4,fixed-prox
bridenour001,2016/5/31 7:37,2016/5/31 7:37,out_office,2,4,fixed-prox
sfusil001,2016/5/31 7:37,2016/5/31 7:37,out_office,2,4,fixed-prox
gcazar001,2016/5/31 7:37,2016/5/31 7:37,out_office,2,4,fixed-prox
sfusil001,2016/5/31 7:37,2016/5/31 7:38,out_office,2,1,fixed-prox
bridenour001,2016/5/31 7:37,2016/5/31 9:52,in_office,2,1,fixed-prox
gcazar001,2016/5/31 7:37,2016/5/31 7:38,out_office,2,1,fixed-prox
ncalixto001,2016/5/31 7:38,2016/5/31 7:39,out_office,1,1,fixed-prox
gcazar001,2016/5/31 7:38,2016/5/31 8:52,in_office,2,7,fixed-prox
sfusil001,2016/5/31 7:38,2016/5/31 7:38,out_office,2,7,fixed-prox
sflecha001,2016/5/31 7:38,2016/5/31 7:39,out_office,1,4,fixed-prox
thagan001,2016/5/31 7:38,2016/5/31 7:39,out_office,1,4,fixed-prox
sfusil001,2016/5/31 7:38,2016/5/31 7:41,out_office,2,3,fixed-prox
vlagos001,2016/5/31 7:38,2016/5/31 7:47,out_office,1,2,fixed-prox
acalzas001,2016/5/31 7:39,2016/5/31 7:40,out_office,1,1,fixed-prox
thagan001,2016/5/31 7:39,2016/5/31 7:39,out_office,2,4,fixed-prox
sflecha001,2016/5/31 7:39,2016/5/31 7:39,out_office,2,4,fixed-prox
thagan001,2016/5/31 7:39,2016/5/31 7:39,out_office,2,1,fixed-prox
sflecha001,2016/5/31 7:39,2016/5/31 7:39,out_office,2,1,fixed-prox
ncalixto001,2016/5/31 7:39,2016/5/31 7:40,out_office,1,4,fixed-prox
sflecha001,2016/5/31 7:39,2016/5/31 9:04,in_office,2,7,fixed-prox
thagan001,2016/5/31 7:39,2016/5/31 8:49,in_office,2,2,fixed-prox
eorilla001,2016/5/31 7:40,2016/5/31 7:41,out_office,1,1,fixed-prox
bhawelon001,2016/5/31 7:40,2016/5/31 7:41,out_office,1,1,fixed-prox
pyoung001,2016/5/31 7:40,2016/5/31 7:41,out_office,1,1,fixed-prox
vfrente001,2016/5/31 7:40,2016/5/31 7:41,out_office,1,1,fixed-prox
lgrogan001,2016/5/31 7:40,2016/5/31 7:41,out_office,1,1,fixed-prox
ncalixto001,2016/5/31 7:40,2016/5/31 7:40,out_office,2,4,fixed-prox
ncalixto001,2016/5/31 7:40,2016/5/31 7:40,out_office,2,1,fixed-prox
ncalixto001,2016/5/31 7:40,2016/5/31 8:54,in_office,2,7,fixed-prox
acalzas001,2016/5/31 7:40,2016/5/31 7:41,out_office,1,4,fixed-prox
bfrente001,2016/5/31 7:41,2016/5/31 7:42,out_office,1,1,fixed-prox
sfusil001,2016/5/31 7:41,2016/5/31 7:41,out_office,2,7,fixed-prox
acalzas001,2016/5/31 7:41,2016/5/31 7:41,out_office,2,4,fixed-prox
acalzas001,2016/5/31 7:41,2016/5/31 7:41,out_office,2,1,fixed-prox
sfusil001,2016/5/31 7:41,2016/5/31 7:41,out_office,2,1,fixed-prox
vfrente001,2016/5/31 7:41,2016/5/31 7:42,out_office,1,4,fixed-prox
lgrogan001,2016/5/31 7:41,2016/5/31 7:42,out_office,1,4,fixed-prox
bhawelon001,2016/5/31 7:41,2016/5/31 7:42,out_office,1,4,fixed-prox
eorilla001,2016/5/31 7:41,2016/5/31 7:42,out_office,1,4,fixed-prox
pyoung001,2016/5/31 7:41,2016/5/31 7:42,out_office,1,4,fixed-prox
acalzas001,2016/5/31 7:41,2016/5/31 8:49,in_office,2,2,fixed-prox
sfusil001,2016/5/31 7:41,2016/5/31 7:42,out_office,2,4,fixed-prox
malinai001,2016/5/31 7:42,2016/5/31 7:42,out_office,1,1,fixed-prox
vomalla001,2016/5/31 7:42,2016/5/31 7:42,out_office,1,1,fixed-prox
eorilla001,2016/5/31 7:42,2016/5/31 7:42,out_office,2,4,fixed-prox
vfrente001,2016/5/31 7:42,2016/5/31 7:42,out_office,2,4,fixed-prox
bhawelon001,2016/5/31 7:42,2016/5/31 7:42,out_office,2,4,fixed-prox
pyoung001,2016/5/31 7:42,2016/5/31 7:42,out_office,2,4,fixed-prox
lgrogan001,2016/5/31 7:42,2016/5/31 7:42,out_office,2,4,fixed-prox
bhawelon001,2016/5/31 7:42,2016/5/31 7:42,out_office,2,1,fixed-prox
eorilla001,2016/5/31 7:42,2016/5/31 7:42,out_office,2,1,fixed-prox
lgrogan001,2016/5/31 7:42,2016/5/31 9:58,in_office,2,1,fixed-prox
vfrente001,2016/5/31 7:42,2016/5/31 7:42,out_office,2,1,fixed-prox
vfrente001,2016/5/31 7:42,2016/5/31 9:01,in_office,2,2,fixed-prox
eorilla001,2016/5/31 7:42,2016/5/31 9:04,in_office,2,2,fixed-prox
sfusil001,2016/5/31 7:42,2016/5/31 7:42,out_office,1,4,fixed-prox
bfrente001,2016/5/31 7:42,2016/5/31 7:43,out_office,1,4,fixed-prox
sfusil001,2016/5/31 7:42,2016/5/31 7:42,out_office,1,1,fixed-prox
bhawelon001,2016/5/31 7:42,2016/5/31 9:01,in_office,2,7,fixed-prox
pyoung001,2016/5/31 7:42,2016/5/31 7:42,out_office,3,4,fixed-prox
