Date_Time,Hazium_Concentration
2016/5/31 7:30,0
2016/5/31 7:35,0
2016/5/31 7:40,0
2016/5/31 7:45,0
2016/5/31 7:50,0
2016/5/31 7:55,0
2016/5/31 8:00,0
2016/5/31 8:05,0
2016/5/31 8:10,0
2016/5/31 8:15,0
2016/5/31 8:20,0
2016/5/31 8:25,0
2016/5/31 8:30,0
2016/5/31 8:35,0
2016/5/31 8:40,0
2016/5/31 8:45,0
2016/5/31 8:50,0
2016/5/31 8:55,0
2016/5/31 9:00,0
2016/5/31 9:05,0
2016/5/31 9:10,0
2016/5/31 9:15,0
2016/5/31 9:20,0
2016/5/31 9:25,0
2016/5/31 9:30,0
2016/5/31 9:35,0
2016/5/31 9:40,0
2016/5/31 9:45,0
2016/5/31 9:50,0
2016/5/31 9:55,0
2016/5/31 10:00,0
2016/5/31 10:05,0
2016/5/31 10:10,0
2016/5/31 10:15,0
2016/5/31 10:20,0
2016/5/31 10:25,0
2016/5/31 10:30,0
2016/5/31 10:35,0
2016/5/31 10:40,0
2016/5/31 10:45,0
2016/5/31 10:50,0
2016/5/31 10:55,0
2016/5/31 11:00,0
2016/5/31 11:05,0
2016/5/31 11:10,0
2016/5/31 11:15,0
2016/5/31 11:20,0
2016/5/31 11:25,0
2016/5/31 11:30,0
2016/5/31 11:35,0
2016/5/31 11:40,0
2016/5/31 11:45,0
2016/5/31 11:50,0
2016/5/31 11:55,0
2016/5/31 12:00,0
2016/5/31 12:05,0
2016/5/31 12:10,0
2016/5/31 12:15,0
2016/5/31 12:20,0
2016/5/31 12:25,0
2016/5/31 12:30,0
2016/5/31 12:35,0
2016/5/31 12:40,0
2016/5/31 12:45,0
2016/5/31 12:50,0
2016/5/31 12:55,0
2016/5/31 13:00,0
2016/5/31 13:05,0
2016/5/31 13:10,0
2016/5/31 13:15,0
2016/5/31 13:20,0
2016/5/31 13:25,0
2016/5/31 13:30,0
2016/5/31 13:35,0
2016/5/31 13:40,0
2016/5/31 13:45,0
2016/5/31 13:50,0
2016/5/31 13:55,0
2016/5/31 14:00,0
2016/5/31 14:05,0
2016/5/31 14:10,0
2016/5/31 14:15,0
2016/5/31 14:20,0
2016/5/31 14:25,0
2016/5/31 14:30,0
2016/5/31 14:35,0
2016/5/31 14:40,0
2016/5/31 14:45,0
2016/5/31 14:50,0
2016/5/31 14:55,0
2016/5/31 15:00,0
2016/5/31 15:05,0
2016/5/31 15:10,0
2016/5/31 15:15,0
2016/5/31 15:20,0
2016/5/31 15:25,0
2016/5/31 15:30,0
2016/5/31 15:35,0
2016/5/31 15:40,0
2016/5/31 15:45,0
2016/5/31 15:50,0
2016/5/31 15:55,0
2016/5/31 16:00,0
2016/5/31 16:05,0
2016/5/31 16:10,0
2016/5/31 16:15,0
2016/5/31 16:20,0
2016/5/31 16:25,0
2016/5/31 16:30,0
2016/5/31 16:35,0
2016/5/31 16:40,0
2016/5/31 16:45,0
2016/5/31 16:50,0
2016/5/31 16:55,0
2016/5/31 17:00,0
2016/5/31 17:05,0
2016/5/31 17:10,0
2016/5/31 17:15,0
2016/5/31 17:20,0
2016/5/31 17:25,0
2016/5/31 17:30,0
2016/5/31 17:35,0
2016/5/31 17:40,0
2016/5/31 17:45,0
2016/5/31 17:50,0
2016/5/31 17:55,0
2016/5/31 18:00,0
2016/5/31 18:05,0
2016/5/31 18:10,0
2016/5/31 18:15,0
2016/5/31 18:20,0
2016/5/31 18:25,0
2016/5/31 18:30,0
2016/5/31 18:35,0
2016/5/31 18:40,0
2016/5/31 18:45,0
2016/5/31 18:50,0
2016/5/31 18:55,0
2016/5/31 19:00,0
2016/5/31 19:05,0
2016/5/31 19:10,0
2016/5/31 19:15,0
2016/5/31 19:20,0
2016/5/31 19:25,0
2016/5/31 19:30,0
2016/5/31 19:35,0
2016/5/31 19:40,0
2016/5/31 19:45,0
2016/5/31 19:50,0
2016/5/31 19:55,0
2016/5/31 20:00,0
2016/5/31 20:05,0
2016/5/31 20:10,0
2016/5/31 20:15,0
2016/5/31 20:20,0
2016/5/31 20:25,0
2016/5/31 20:30,0
2016/5/31 20:35,0
2016/5/31 20:40,0
2016/5/31 20:45,0
2016/5/31 20:50,0
2016/5/31 20:55,0
2016/5/31 21:00,0
2016/5/31 21:05,0
2016/5/31 21:10,0
2016/5/31 21:15,0
2016/5/31 21:20,0
2016/5/31 21:25,0
2016/5/31 21:30,0
2016/5/31 21:35,0
2016/5/31 21:40,0
2016/5/31 21:45,0
2016/5/31 21:50,0
2016/5/31 21:55,0
2016/5/31 22:00,0
2016/5/31 22:05,0
2016/5/31 22:10,0
2016/5/31 22:15,0
2016/5/31 22:20,0
2016/5/31 22:25,0
2016/5/31 22:30,0
2016/5/31 22:35,0
2016/5/31 22:40,0
2016/5/31 22:45,0
2016/5/31 22:50,0
2016/5/31 22:55,0
2016/5/31 23:00,0
2016/5/31 23:05,0
2016/5/31 23:10,0
2016/5/31 23:15,0
2016/5/31 23:20,0
2016/5/31 23:25,0
2016/5/31 23:30,0
2016/5/31 23:35,0
2016/5/31 23:40,0
2016/5/31 23:45,0
2016/5/31 23:50,0
2016/5/31 23:55,0
2016/6/1 0:00,0
2016/6/1 0:05,0
2016/6/1 0:10,0
2016/6/1 0:15,0
2016/6/1 0:20,0
2016/6/1 0:25,0
2016/6/1 0:30,0
2016/6/1 0:35,0
2016/6/1 0:40,0
2016/6/1 0:45,0
2016/6/1 0:50,0
2016/6/1 0:55,0
2016/6/1 1:00,0
2016/6/1 1:05,0
2016/6/1 1:10,0
2016/6/1 1:15,0
2016/6/1 1:20,0
2016/6/1 1:25,0
2016/6/1 1:30,0
2016/6/1 1:35,0
2016/6/1 1:40,0
2016/6/1 1:45,0
2016/6/1 1:50,0
2016/6/1 1:55,0
2016/6/1 2:00,0
2016/6/1 2:05,0
2016/6/1 2:10,0
2016/6/1 2:15,0
2016/6/1 2:20,0
2016/6/1 2:25,0
2016/6/1 2:30,0
2016/6/1 2:35,0
2016/6/1 2:40,0
2016/6/1 2:45,0
2016/6/1 2:50,0
2016/6/1 2:55,0
2016/6/1 3:00,0
2016/6/1 3:05,0
2016/6/1 3:10,0
2016/6/1 3:15,0
2016/6/1 3:20,0
2016/6/1 3:25,0
2016/6/1 3:30,0
2016/6/1 3:35,0
2016/6/1 3:40,0
2016/6/1 3:45,0
2016/6/1 3:50,0
2016/6/1 3:55,0
2016/6/1 4:00,0
2016/6/1 4:05,0
2016/6/1 4:10,0
2016/6/1 4:15,0
2016/6/1 4:20,0
2016/6/1 4:25,0
2016/6/1 4:30,0
2016/6/1 4:35,0
2016/6/1 4:40,0
2016/6/1 4:45,0
2016/6/1 4:50,0
2016/6/1 4:55,0
2016/6/1 5:00,0
2016/6/1 5:05,0
2016/6/1 5:10,0
2016/6/1 5:15,0
2016/6/1 5:20,0
2016/6/1 5:25,0
2016/6/1 5:30,0
2016/6/1 5:35,0
2016/6/1 5:40,0
2016/6/1 5:45,0
2016/6/1 5:50,0
2016/6/1 5:55,0
2016/6/1 6:00,0
2016/6/1 6:05,0
2016/6/1 6:10,0
2016/6/1 6:15,0
2016/6/1 6:20,0
2016/6/1 6:25,0
2016/6/1 6:30,0
2016/6/1 6:35,0
2016/6/1 6:40,0
2016/6/1 6:45,0
2016/6/1 6:50,0
2016/6/1 6:55,0
2016/6/1 7:00,0
2016/6/1 7:05,0
2016/6/1 7:10,0
2016/6/1 7:15,0
2016/6/1 7:20,0
2016/6/1 7:25,0
2016/6/1 7:30,0
2016/6/1 7:35,0
2016/6/1 7:40,0
2016/6/1 7:45,0
2016/6/1 7:50,0
2016/6/1 7:55,0
2016/6/1 8:00,0
2016/6/1 8:05,0
2016/6/1 8:10,0
2016/6/1 8:15,0
2016/6/1 8:20,0
2016/6/1 8:25,0
2016/6/1 8:30,0
2016/6/1 8:35,0
2016/6/1 8:40,0
2016/6/1 8:45,0
2016/6/1 8:50,0
2016/6/1 8:55,0
2016/6/1 9:00,0
2016/6/1 9:05,0
2016/6/1 9:10,0
2016/6/1 9:15,0
2016/6/1 9:20,0
2016/6/1 9:25,0
2016/6/1 9:30,0
2016/6/1 9:35,0
2016/6/1 9:40,0
2016/6/1 9:45,0
2016/6/1 9:50,0
2016/6/1 9:55,0
2016/6/1 10:00,0
2016/6/1 10:05,0
2016/6/1 10:10,0
2016/6/1 10:15,0
2016/6/1 10:20,0
2016/6/1 10:25,0
2016/6/1 10:30,0
2016/6/1 10:35,0
2016/6/1 10:40,0
2016/6/1 10:45,0
2016/6/1 10:50,0
2016/6/1 10:55,0
2016/6/1 11:00,0
2016/6/1 11:05,0
2016/6/1 11:10,0
2016/6/1 11:15,0
2016/6/1 11:20,0
2016/6/1 11:25,0
2016/6/1 11:30,0
2016/6/1 11:35,0
2016/6/1 11:40,0
2016/6/1 11:45,0
2016/6/1 11:50,0
2016/6/1 11:55,0
2016/6/1 12:00,0
2016/6/1 12:05,0
2016/6/1 12:10,0
2016/6/1 12:15,0
2016/6/1 12:20,0
2016/6/1 12:25,0
2016/6/1 12:30,0
2016/6/1 12:35,0
2016/6/1 12:40,0
2016/6/1 12:45,0
2016/6/1 12:50,0
2016/6/1 12:55,0
2016/6/1 13:00,0
2016/6/1 13:05,0
2016/6/1 13:10,0
2016/6/1 13:15,0
2016/6/1 13:20,0
2016/6/1 13:25,0
2016/6/1 13:30,0
2016/6/1 13:35,0
2016/6/1 13:40,0
2016/6/1 13:45,0
2016/6/1 13:50,0
2016/6/1 13:55,0
2016/6/1 14:00,0
2016/6/1 14:05,0
2016/6/1 14:10,0
2016/6/1 14:15,0
2016/6/1 14:20,0
2016/6/1 14:25,0
2016/6/1 14:30,0
2016/6/1 14:35,0
2016/6/1 14:40,0
2016/6/1 14:45,0
2016/6/1 14:50,0
2016/6/1 14:55,0
2016/6/1 15:00,0
2016/6/1 15:05,0
2016/6/1 15:10,0
2016/6/1 15:15,0
2016/6/1 15:20,0
2016/6/1 15:25,0
2016/6/1 15:30,0
2016/6/1 15:35,0
2016/6/1 15:40,0
2016/6/1 15:45,0
2016/6/1 15:50,0
2016/6/1 15:55,0
2016/6/1 16:00,0
2016/6/1 16:05,0
2016/6/1 16:10,0
2016/6/1 16:15,0
2016/6/1 16:20,0
2016/6/1 16:25,0
2016/6/1 16:30,0
2016/6/1 16:35,0
2016/6/1 16:40,0
2016/6/1 16:45,0
2016/6/1 16:50,0
2016/6/1 16:55,0
2016/6/1 17:00,0
2016/6/1 17:05,0
2016/6/1 17:10,0
2016/6/1 17:15,0
2016/6/1 17:20,0
2016/6/1 17:25,0
2016/6/1 17:30,0
2016/6/1 17:35,0
2016/6/1 17:40,0
2016/6/1 17:45,0
2016/6/1 17:50,0
2016/6/1 17:55,0
2016/6/1 18:00,0
2016/6/1 18:05,0
2016/6/1 18:10,0
2016/6/1 18:15,0
2016/6/1 18:20,0
2016/6/1 18:25,0
2016/6/1 18:30,0
2016/6/1 18:35,0
2016/6/1 18:40,0
2016/6/1 18:45,0
2016/6/1 18:50,0
2016/6/1 18:55,0
2016/6/1 19:00,0
2016/6/1 19:05,0
2016/6/1 19:10,0
2016/6/1 19:15,0
2016/6/1 19:20,0
2016/6/1 19:25,0
2016/6/1 19:30,0
2016/6/1 19:35,0
2016/6/1 19:40,0
2016/6/1 19:45,0
2016/6/1 19:50,0
2016/6/1 19:55,0
2016/6/1 20:00,0
2016/6/1 20:05,0
2016/6/1 20:10,0
2016/6/1 20:15,0
2016/6/1 20:20,0
2016/6/1 20:25,0
2016/6/1 20:30,0
2016/6/1 20:35,0
2016/6/1 20:40,0
2016/6/1 20:45,0
2016/6/1 20:50,0
2016/6/1 20:55,0
2016/6/1 21:00,0
2016/6/1 21:05,0
2016/6/1 21:10,0
2016/6/1 21:15,0
2016/6/1 21:20,0
2016/6/1 21:25,0
2016/6/1 21:30,0
2016/6/1 21:35,0
2016/6/1 21:40,0
2016/6/1 21:45,0
2016/6/1 21:50,0
2016/6/1 21:55,0
2016/6/1 22:00,0
2016/6/1 22:05,0
2016/6/1 22:10,0
2016/6/1 22:15,0
2016/6/1 22:20,0
2016/6/1 22:25,0
2016/6/1 22:30,0
2016/6/1 22:35,0
2016/6/1 22:40,0
2016/6/1 22:45,0
2016/6/1 22:50,0
2016/6/1 22:55,0
2016/6/1 23:00,0
2016/6/1 23:05,0
2016/6/1 23:10,0
2016/6/1 23:15,0
2016/6/1 23:20,0
2016/6/1 23:25,0
2016/6/1 23:30,0
2016/6/1 23:35,0
2016/6/1 23:40,0
2016/6/1 23:45,0
2016/6/1 23:50,0
2016/6/1 23:55,0
2016/6/2 0:00,0
2016/6/2 0:05,0
2016/6/2 0:10,0
2016/6/2 0:15,0
2016/6/2 0:20,0
2016/6/2 0:25,0
2016/6/2 0:30,0
2016/6/2 0:35,0
2016/6/2 0:40,0
2016/6/2 0:45,0
2016/6/2 0:50,0
2016/6/2 0:55,0
2016/6/2 1:00,0
2016/6/2 1:05,0
2016/6/2 1:10,0
2016/6/2 1:15,0
2016/6/2 1:20,0
2016/6/2 1:25,0
2016/6/2 1:30,0
2016/6/2 1:35,0
2016/6/2 1:40,0
2016/6/2 1:45,0
2016/6/2 1:50,0
2016/6/2 1:55,0
2016/6/2 2:00,0
2016/6/2 2:05,0
2016/6/2 2:10,0
2016/6/2 2:15,0
2016/6/2 2:20,0
2016/6/2 2:25,0
2016/6/2 2:30,0
2016/6/2 2:35,0
2016/6/2 2:40,0
2016/6/2 2:45,0
2016/6/2 2:50,0
2016/6/2 2:55,0
2016/6/2 3:00,0
2016/6/2 3:05,0
2016/6/2 3:10,0
2016/6/2 3:15,0
2016/6/2 3:20,0
2016/6/2 3:25,0
2016/6/2 3:30,0
2016/6/2 3:35,0
2016/6/2 3:40,0
2016/6/2 3:45,0
2016/6/2 3:50,0
2016/6/2 3:55,0
2016/6/2 4:00,0
2016/6/2 4:05,0
2016/6/2 4:10,0
2016/6/2 4:15,0.002
2016/6/2 4:20,0.005
2016/6/2 4:25,0.008
2016/6/2 4:30,0.012
2016/6/2 4:35,0.016
2016/6/2 4:40,0.022
2016/6/2 4:45,0.021
2016/6/2 4:50,0.028
2016/6/2 4:55,0.035
2016/6/2 5:00,0.043
2016/6/2 5:05,0.05
2016/6/2 5:10,0.058
2016/6/2 5:15,0.067
2016/6/2 5:20,0.076
2016/6/2 5:25,0.086
2016/6/2 5:30,0.096
2016/6/2 5:35,0.106
2016/6/2 5:40,0.117
2016/6/2 5:45,0.128
2016/6/2 5:50,0.126
2016/6/2 5:55,0.137
2016/6/2 6:00,0.15
2016/6/2 6:05,0.165
2016/6/2 6:10,0.183
2016/6/2 6:15,0.201
2016/6/2 6:20,0.221
2016/6/2 6:25,0.241
2016/6/2 6:30,0.261
2016/6/2 6:35,0.284
2016/6/2 6:40,0.305
2016/6/2 6:45,0.327
2016/6/2 6:50,0.348
2016/6/2 6:55,0.368
2016/6/2 7:00,0.388
2016/6/2 7:05,0.444
2016/6/2 7:10,0.471
2016/6/2 7:15,0.493
2016/6/2 7:20,0.513
2016/6/2 7:25,0.547
2016/6/2 7:30,0.574
2016/6/2 7:35,0.597
2016/6/2 7:40,0.616
2016/6/2 7:45,0.65
2016/6/2 7:50,0.68
2016/6/2 7:55,0.704
2016/6/2 8:00,0.722
2016/6/2 8:05,0.737
2016/6/2 8:10,0.747
2016/6/2 8:15,0.754
2016/6/2 8:20,0.758
2016/6/2 8:25,0.759
2016/6/2 8:30,0.758
2016/6/2 8:35,0.756
2016/6/2 8:40,0.752
2016/6/2 8:45,0.747
2016/6/2 8:50,0.741
2016/6/2 8:55,0.734
2016/6/2 9:00,0.727
2016/6/2 9:05,0.719
2016/6/2 9:10,0.711
2016/6/2 9:15,0.703
2016/6/2 9:20,0.695
2016/6/2 9:25,0.686
2016/6/2 9:30,0.677
2016/6/2 9:35,0.669
2016/6/2 9:40,0.66
2016/6/2 9:45,0.651
2016/6/2 9:50,0.642
2016/6/2 9:55,0.633
2016/6/2 10:00,0.624
2016/6/2 10:05,0.615
2016/6/2 10:10,0.606
2016/6/2 10:15,0.598
2016/6/2 10:20,0.589
2016/6/2 10:25,0.581
2016/6/2 10:30,0.572
2016/6/2 10:35,0.565
2016/6/2 10:40,0.557
2016/6/2 10:45,0.548
2016/6/2 10:50,0.54
2016/6/2 10:55,0.531
2016/6/2 11:00,0.523
2016/6/2 11:05,0.514
2016/6/2 11:10,0.506
2016/6/2 11:15,0.498
2016/6/2 11:20,0.491
2016/6/2 11:25,0.484
2016/6/2 11:30,0.478
2016/6/2 11:35,0.472
2016/6/2 11:40,0.465
2016/6/2 11:45,0.458
2016/6/2 11:50,0.452
2016/6/2 11:55,0.445
2016/6/2 12:00,0.438
2016/6/2 12:05,0.431
2016/6/2 12:10,0.425
2016/6/2 12:15,0.418
2016/6/2 12:20,0.411
2016/6/2 12:25,0.403
2016/6/2 12:30,0.396
2016/6/2 12:35,0.389
2016/6/2 12:40,0.382
2016/6/2 12:45,0.376
2016/6/2 12:50,0.37
2016/6/2 12:55,0.365
2016/6/2 13:00,0.359
2016/6/2 13:05,0.354
2016/6/2 13:10,0.349
2016/6/2 13:15,0.344
2016/6/2 13:20,0.339
2016/6/2 13:25,0.334
2016/6/2 13:30,0.329
2016/6/2 13:35,0.324
2016/6/2 13:40,0.319
2016/6/2 13:45,0.314
2016/6/2 13:50,0.309
2016/6/2 13:55,0.304
2016/6/2 14:00,0.299
2016/6/2 14:05,0.295
2016/6/2 14:10,0.291
2016/6/2 14:15,0.286
2016/6/2 14:20,0.281
2016/6/2 14:25,0.276
2016/6/2 14:30,0.271
2016/6/2 14:35,0.267
2016/6/2 14:40,0.262
2016/6/2 14:45,0.257
2016/6/2 14:50,0.253
2016/6/2 14:55,0.249
2016/6/2 15:00,0.245
2016/6/2 15:05,0.242
2016/6/2 15:10,0.239
2016/6/2 15:15,0.236
2016/6/2 15:20,0.232
2016/6/2 15:25,0.229
2016/6/2 15:30,0.226
2016/6/2 15:35,0.222
2016/6/2 15:40,0.219
2016/6/2 15:45,0.216
2016/6/2 15:50,0.213
2016/6/2 15:55,0.209
2016/6/2 16:00,0.206
2016/6/2 16:05,0.203
2016/6/2 16:10,0.2
2016/6/2 16:15,0.197
2016/6/2 16:20,0.194
2016/6/2 16:25,0.191
2016/6/2 16:30,0.188
2016/6/2 16:35,0.186
2016/6/2 16:40,0.183
2016/6/2 16:45,0.181
2016/6/2 16:50,0.178
2016/6/2 16:55,0.175
2016/6/2 17:00,0.173
2016/6/2 17:05,0.17
2016/6/2 17:10,0.167
2016/6/2 17:15,0.165
2016/6/2 17:20,0.162
2016/6/2 17:25,0.159
2016/6/2 17:30,0.157
2016/6/2 17:35,0.154
2016/6/2 17:40,0.151
2016/6/2 17:45,0.149
2016/6/2 17:50,0.146
2016/6/2 17:55,0.144
2016/6/2 18:00,0.141
2016/6/2 18:05,0.139
2016/6/2 18:10,0.137
2016/6/2 18:15,0.135
2016/6/2 18:20,0.133
2016/6/2 18:25,0.13
2016/6/2 18:30,0.128
2016/6/2 18:35,0.126
2016/6/2 18:40,0.125
2016/6/2 18:45,0.123
2016/6/2 18:50,0.122
2016/6/2 18:55,0.12
2016/6/2 19:00,0.119
2016/6/2 19:05,0.118
2016/6/2 19:10,0.116
2016/6/2 19:15,0.115
2016/6/2 19:20,0.113
2016/6/2 19:25,0.111
2016/6/2 19:30,0.109
2016/6/2 19:35,0.107
2016/6/2 19:40,0.105
2016/6/2 19:45,0.103
2016/6/2 19:50,0.101
2016/6/2 19:55,0.099
2016/6/2 20:00,0.097
2016/6/2 20:05,0.096
2016/6/2 20:10,0.094
2016/6/2 20:15,0.093
2016/6/2 20:20,0.092
2016/6/2 20:25,0.091
2016/6/2 20:30,0.09
2016/6/2 20:35,0.089
2016/6/2 20:40,0.087
2016/6/2 20:45,0.086
2016/6/2 20:50,0.085
2016/6/2 20:55,0.083
2016/6/2 21:00,0.081
2016/6/2 21:05,0.08
2016/6/2 21:10,0.078
2016/6/2 21:15,0.077
2016/6/2 21:20,0.075
2016/6/2 21:25,0.074
2016/6/2 21:30,0.073
2016/6/2 21:35,0.071
2016/6/2 21:40,0.07
2016/6/2 21:45,0.069
2016/6/2 21:50,0.067
2016/6/2 21:55,0.066
2016/6/2 22:00,0.065
2016/6/2 22:05,0.064
2016/6/2 22:10,0.063
2016/6/2 22:15,0.062
2016/6/2 22:20,0.061
2016/6/2 22:25,0.059
2016/6/2 22:30,0.058
2016/6/2 22:35,0.057
2016/6/2 22:40,0.056
2016/6/2 22:45,0.055
2016/6/2 22:50,0.055
2016/6/2 22:55,0.054
2016/6/2 23:00,0.053
2016/6/2 23:05,0.052
2016/6/2 23:10,0.051
2016/6/2 23:15,0.05
2016/6/2 23:20,0.049
2016/6/2 23:25,0.048
2016/6/2 23:30,0.048
2016/6/2 23:35,0.047
2016/6/2 23:40,0.046
2016/6/2 23:45,0.045
2016/6/2 23:50,0.045
2016/6/2 23:55,0.044
2016/6/3 0:00,0.043
2016/6/3 0:05,0.042
2016/6/3 0:10,0.042
2016/6/3 0:15,0.041
2016/6/3 0:20,0.04
2016/6/3 0:25,0.04
2016/6/3 0:30,0.039
2016/6/3 0:35,0.038
2016/6/3 0:40,0.038
2016/6/3 0:45,0.037
2016/6/3 0:50,0.037
2016/6/3 0:55,0.036
2016/6/3 1:00,0.036
2016/6/3 1:05,0.035
2016/6/3 1:10,0.035
2016/6/3 1:15,0.034
2016/6/3 1:20,0.034
2016/6/3 1:25,0.033
2016/6/3 1:30,0.033
2016/6/3 1:35,0.032
2016/6/3 1:40,0.032
2016/6/3 1:45,0.031
2016/6/3 1:50,0.031
2016/6/3 1:55,0.031
2016/6/3 2:00,0.03
2016/6/3 2:05,0.03
2016/6/3 2:10,0.029
2016/6/3 2:15,0.029
2016/6/3 2:20,0.029
2016/6/3 2:25,0.028
2016/6/3 2:30,0.028
2016/6/3 2:35,0.027
2016/6/3 2:40,0.027
2016/6/3 2:45,0.027
2016/6/3 2:50,0.026
2016/6/3 2:55,0.026
2016/6/3 3:00,0.026
2016/6/3 3:05,0.026
2016/6/3 3:10,0.025
2016/6/3 3:15,0.025
2016/6/3 3:20,0.025
2016/6/3 3:25,0.024
2016/6/3 3:30,0.024
2016/6/3 3:35,0.024
2016/6/3 3:40,0.023
2016/6/3 3:45,0.023
2016/6/3 3:50,0.023
2016/6/3 3:55,0.023
2016/6/3 4:00,0.022
2016/6/3 4:05,0.022
2016/6/3 4:10,0.022
2016/6/3 4:15,0.022
2016/6/3 4:20,0.021
2016/6/3 4:25,0.021
2016/6/3 4:30,0.021
2016/6/3 4:35,0.021
2016/6/3 4:40,0.021
2016/6/3 4:45,0.02
2016/6/3 4:50,0.02
2016/6/3 4:55,0.02
2016/6/3 5:00,0.02
2016/6/3 5:05,0.02
2016/6/3 5:10,0.019
2016/6/3 5:15,0.019
2016/6/3 5:20,0.019
2016/6/3 5:25,0.019
2016/6/3 5:30,0.019
2016/6/3 5:35,0.018
2016/6/3 5:40,0.018
2016/6/3 5:45,0.018
2016/6/3 5:50,0.018
2016/6/3 5:55,0.018
2016/6/3 6:00,0.017
2016/6/3 6:05,0.018
2016/6/3 6:10,0.018
2016/6/3 6:15,0.018
2016/6/3 6:20,0.018
2016/6/3 6:25,0.018
2016/6/3 6:30,0.018
2016/6/3 6:35,0.019
2016/6/3 6:40,0.019
2016/6/3 6:45,0.019
2016/6/3 6:50,0.019
2016/6/3 6:55,0.019
2016/6/3 7:00,0.019
2016/6/3 7:05,0.019
2016/6/3 7:10,0.019
2016/6/3 7:15,0.019
2016/6/3 7:20,0.019
2016/6/3 7:25,0.019
2016/6/3 7:30,0.019
2016/6/3 7:35,0.019
2016/6/3 7:40,0.019
2016/6/3 7:45,0.019
2016/6/3 7:50,0.019
2016/6/3 7:55,0.019
2016/6/3 8:00,0.019
2016/6/3 8:05,0.019
2016/6/3 8:10,0.018
2016/6/3 8:15,0.018
2016/6/3 8:20,0.018
2016/6/3 8:25,0.018
2016/6/3 8:30,0.017
2016/6/3 8:35,0.017
2016/6/3 8:40,0.017
2016/6/3 8:45,0.017
2016/6/3 8:50,0.017
2016/6/3 8:55,0.016
2016/6/3 9:00,0.016
2016/6/3 9:05,0.016
2016/6/3 9:10,0.016
2016/6/3 9:15,0.015
2016/6/3 9:20,0.015
2016/6/3 9:25,0.015
2016/6/3 9:30,0.015
2016/6/3 9:35,0.014
2016/6/3 9:40,0.014
2016/6/3 9:45,0.014
2016/6/3 9:50,0.014
2016/6/3 9:55,0.014
2016/6/3 10:00,0.013
2016/6/3 10:05,0.013
2016/6/3 10:10,0.013
2016/6/3 10:15,0.013
2016/6/3 10:20,0.012
2016/6/3 10:25,0.012
2016/6/3 10:30,0.012
2016/6/3 10:35,0.012
2016/6/3 10:40,0.012
2016/6/3 10:45,0.012
2016/6/3 10:50,0.011
2016/6/3 10:55,0.011
2016/6/3 11:00,0.011
2016/6/3 11:05,0.011
2016/6/3 11:10,0.011
2016/6/3 11:15,0.01
2016/6/3 11:20,0.01
2016/6/3 11:25,0.01
2016/6/3 11:30,0.01
2016/6/3 11:35,0.01
2016/6/3 11:40,0.01
2016/6/3 11:45,0.01
2016/6/3 11:50,0.009
2016/6/3 11:55,0.009
2016/6/3 12:00,0.009
2016/6/3 12:05,0.009
2016/6/3 12:10,0.009
2016/6/3 12:15,0.009
2016/6/3 12:20,0.009
2016/6/3 12:25,0.008
