Date/Time, Total Electric Demand Power
2016/5/31 10:15,171394.773
2016/5/31 10:20,172023.0561
2016/5/31 10:25,172431.06
2016/5/31 10:30,172767.0053
2016/5/31 10:35,173360.2395
2016/5/31 10:40,163748.3301
2016/5/31 10:45,163625.6369
2016/5/31 10:50,163631.482
2016/5/31 10:55,163615.0134
2016/5/31 11:00,163636.1904
2016/5/31 11:05,169467.7816
2016/5/31 11:10,169696.505
2016/5/31 11:15,169682.4707
2016/5/31 11:20,170654.2406
2016/5/31 11:25,173672.3889
2016/5/31 11:30,177207.3753
2016/5/31 11:35,185914.0642
2016/5/31 11:40,186290.1153
2016/5/31 11:45,184315.6419
2016/5/31 11:50,184369.9574
2016/5/31 11:55,184758.7309
2016/5/31 12:00,184197.7364
2016/5/31 12:05,197263.0844
2016/5/31 12:10,197320.3832
2016/5/31 12:15,197378.4059
2016/5/31 12:20,184192.8165
2016/5/31 12:25,184015.3703
2016/5/31 12:30,183963.9114
2016/5/31 12:35,178534.4712
2016/5/31 12:40,180632.199
2016/5/31 12:45,182754.8944
2016/5/31 12:50,190297.8989
2016/5/31 12:55,190646.1174
2016/5/31 13:00,191852.7138
2016/5/31 13:05,183086.9242
2016/5/31 13:10,184873.3833
2016/5/31 13:15,185202.3374
2016/5/31 13:20,186328.5361
2016/5/31 13:25,186628.3432
2016/5/31 13:30,186889.6002
2016/5/31 13:35,187092.8713
2016/5/31 13:40,187296.5075
2016/5/31 13:45,187428.6986
2016/5/31 13:50,187596.184
2016/5/31 13:55,183577.2022
2016/5/31 14:00,183715.434
2016/5/31 14:05,173815.824
2016/5/31 14:10,163673.9521
2016/5/31 14:15,163393.8465
2016/5/31 14:20,163310.0007
2016/5/31 14:25,163240.5957
2016/5/31 14:30,163185.2398
2016/5/31 14:35,163115.1655
2016/5/31 14:40,162978.1163
2016/5/31 14:45,166250.5724
2016/5/31 14:50,166249.0907
2016/5/31 14:55,169683.8109
2016/5/31 15:00,175641.3322
2016/5/31 15:05,176773.2621
2016/5/31 15:10,177094.2598
2016/5/31 15:15,174821.823
2016/5/31 15:20,174851.5072
2016/5/31 15:25,179019.3494
2016/5/31 15:30,173886.2098
2016/5/31 15:35,173117.0544
2016/5/31 15:40,173175.9454
2016/5/31 15:45,173721.0077
2016/5/31 15:50,174122.5196
2016/5/31 15:55,174143.5646
2016/5/31 16:00,173178.5337
2016/5/31 16:05,181818.5298
2016/5/31 16:10,181065.7918
2016/5/31 16:15,183485.9924
2016/5/31 16:20,182642.8133
2016/5/31 16:25,183272.0085
2016/5/31 16:30,183024.7113
2016/5/31 16:35,183556.1361
2016/5/31 16:40,183701.5025
2016/5/31 16:45,183367.8935
2016/5/31 16:50,182776.68
2016/5/31 16:55,182309.4236
2016/5/31 17:00,180044.1261
2016/5/31 17:05,193894.9474
2016/5/31 17:10,189490.7916
2016/5/31 17:15,185865.8114
2016/5/31 17:20,180441.9022
2016/5/31 17:25,175306.5387
2016/5/31 17:30,175139.8991
2016/5/31 17:35,170601.8813
2016/5/31 17:40,166657.1893
2016/5/31 17:45,169100.7643
2016/5/31 17:50,165758.4174
2016/5/31 17:55,163072.4133
2016/5/31 18:00,160893.6357
2016/5/31 18:05,111727.8649
2016/5/31 18:10,109153.0967
2016/5/31 18:15,101548.9933
2016/5/31 18:20,106561.8132
2016/5/31 18:25,111244.2632
2016/5/31 18:30,111027.3487
2016/5/31 18:35,117304.8621
2016/5/31 18:40,103090.203
2016/5/31 18:45,102865.8628
2016/5/31 18:50,102673.1878
2016/5/31 18:55,102479.1257
2016/5/31 19:00,102287.6984
2016/5/31 19:05,94485.7413
2016/5/31 19:10,94321.2169
2016/5/31 19:15,94254.0244
2016/5/31 19:20,96280.0164
2016/5/31 19:25,96798.33
2016/5/31 19:30,107470.344
2016/5/31 19:35,105617.0165
2016/5/31 19:40,100984.115
2016/5/31 19:45,101053.3583
2016/5/31 19:50,101000.1646
2016/5/31 19:55,101517.3021
2016/5/31 20:00,101703.5194
2016/5/31 20:05,101111.625
2016/5/31 20:10,96385.1652
2016/5/31 20:15,96363.5424
2016/5/31 20:20,96304.0948
2016/5/31 20:25,94519.3055
2016/5/31 20:30,94479.0724
2016/5/31 20:35,94428.7028
2016/5/31 20:40,94318.563
2016/5/31 20:45,100260.9129
2016/5/31 20:50,100791.3039
2016/5/31 20:55,105067.0367
2016/5/31 21:00,105084.9418
2016/5/31 21:05,103074.8471
2016/5/31 21:10,102810.89
2016/5/31 21:15,102914.4987
2016/5/31 21:20,99184.1612
2016/5/31 21:25,99205.5683
2016/5/31 21:30,96140.1107
2016/5/31 21:35,96126.5605
2016/5/31 21:40,96121.4062
2016/5/31 21:45,96117.1093
2016/5/31 21:50,96112.8824
2016/5/31 21:55,96108.5196
2016/5/31 22:00,96103.5126
2016/5/31 22:05,85669.3248
2016/5/31 22:10,76452.2031
2016/5/31 22:15,76468.5171
2016/5/31 22:20,79796.3503
2016/5/31 22:25,79866.5711
2016/5/31 22:30,79882.4122
2016/5/31 22:35,79901.6724
2016/5/31 22:40,79973.726
2016/5/31 22:45,80027.8327
2016/5/31 22:50,80053.7016
2016/5/31 22:55,82681.5531
2016/5/31 23:00,85037.4714
2016/5/31 23:05,89374.0942
2016/5/31 23:10,86421.4263
2016/5/31 23:15,86477.5743
2016/5/31 23:20,83069.4904
2016/5/31 23:25,86837.173
2016/5/31 23:30,86673.8588
2016/5/31 23:35,86684.5894
2016/5/31 23:40,86700.9189
2016/5/31 23:45,86718.2499
2016/5/31 23:50,86727.2221
2016/5/31 23:55,86745.1229
2016/6/1 0:00,83876.1665
2016/6/1 0:05,74902.0786
2016/6/1 0:10,77216.5579
2016/6/1 0:15,77204.0688
2016/6/1 0:20,77199.9507
2016/6/1 0:25,73812.2694
2016/6/1 0:30,77242.9764
2016/6/1 0:35,78854.0587
2016/6/1 0:40,78920.4289
2016/6/1 0:45,78924.0891
2016/6/1 0:50,78930.0883
2016/6/1 0:55,78937.3346
2016/6/1 1:00,78945.2225
2016/6/1 1:05,78954.3823
2016/6/1 1:10,78963.8338
2016/6/1 1:15,78973.3899
2016/6/1 1:20,78982.9481
2016/6/1 1:25,78992.4529
2016/6/1 1:30,75571.9649
2016/6/1 1:35,77334.5968
2016/6/1 1:40,77320.1247
2016/6/1 1:45,77319.9183
2016/6/1 1:50,78980.6733
2016/6/1 1:55,79052.0496
2016/6/1 2:00,79059.1708
2016/6/1 2:05,79067.8282
2016/6/1 2:10,79076.886
2016/6/1 2:15,79086.22
2016/6/1 2:20,79095.7359
2016/6/1 2:25,79105.3782
2016/6/1 2:30,79115.1038
2016/6/1 2:35,75640.3492
2016/6/1 2:40,78313.965
2016/6/1 2:45,78303.489
2016/6/1 2:50,76541.1257
2016/6/1 2:55,78287.6353
2016/6/1 3:00,78316.5859
2016/6/1 3:05,78327.7021
2016/6/1 3:10,78337.4433
2016/6/1 3:15,78347.6009
2016/6/1 3:20,78358.0031
2016/6/1 3:25,79229.3555
2016/6/1 3:30,79239.9908
2016/6/1 3:35,79250.6874
2016/6/1 3:40,75709.7061
2016/6/1 3:45,79310.7173
2016/6/1 3:50,79302.6121
2016/6/1 3:55,77490.7616
2016/6/1 4:00,79457.585
2016/6/1 4:05,79330.5481
2016/6/1 4:10,79329.5366
2016/6/1 4:15,79331.4256
2016/6/1 4:20,79333.9185
2016/6/1 4:25,79336.6001
2016/6/1 4:30,79339.305
2016/6/1 4:35,79341.9307
2016/6/1 4:40,79344.419
2016/6/1 4:45,75758.4731
2016/6/1 4:50,79387.5508
2016/6/1 4:55,79371.0499
2016/6/1 5:00,77521.645
2016/6/1 5:05,89859.9583
2016/6/1 5:10,85410.767
2016/6/1 5:15,84865.0292
2016/6/1 5:20,84767.0751
2016/6/1 5:25,84712.3827
2016/6/1 5:30,84671.9726
2016/6/1 5:35,84640.0457
2016/6/1 5:40,84614.3155
2016/6/1 5:45,84593.0353
2016/6/1 5:50,77191.6107
2016/6/1 5:55,85038.9224
2016/6/1 6:00,84874.269
2016/6/1 6:05,94504.2638
2016/6/1 6:10,88417.3788
2016/6/1 6:15,87154.8893
2016/6/1 6:20,86813.7296
2016/6/1 6:25,86570.3602
2016/6/1 6:30,86363.3586
2016/6/1 6:35,86167.4615
2016/6/1 6:40,85993.2903
2016/6/1 6:45,85841.9891
2016/6/1 6:50,85707.9783
2016/6/1 6:55,85588.7631
2016/6/1 7:00,85481.4291
2016/6/1 7:05,125680.0752
2016/6/1 7:10,129886.7658
2016/6/1 7:15,129349.6059
2016/6/1 7:20,129023.624
2016/6/1 7:25,137026.9581
2016/6/1 7:30,145478.5729
2016/6/1 7:35,149028.2998
2016/6/1 7:40,154582.5377
2016/6/1 7:45,159840.7274
2016/6/1 7:50,160553.2472
2016/6/1 7:55,165073.6494
2016/6/1 8:00,165400.3493
2016/6/1 8:05,198155.6223
2016/6/1 8:10,199209.6444
2016/6/1 8:15,199746.3385
2016/6/1 8:20,200239.6819
2016/6/1 8:25,200814.7695
2016/6/1 8:30,201267.1677
2016/6/1 8:35,201668.5036
2016/6/1 8:40,202160.2779
2016/6/1 8:45,202568.1171
2016/6/1 8:50,202404.296
2016/6/1 8:55,202738.6515
2016/6/1 9:00,206892.4244
2016/6/1 9:05,178612.7079
2016/6/1 9:10,178949.3215
2016/6/1 9:15,175648.2501
2016/6/1 9:20,176573.4837
2016/6/1 9:25,176864.8233
2016/6/1 9:30,177207.7365
2016/6/1 9:35,177550.6356
2016/6/1 9:40,177680.3904
2016/6/1 9:45,178097.1971
2016/6/1 9:50,178385.2471
2016/6/1 9:55,178614.1769
2016/6/1 10:00,177748.353
2016/6/1 10:05,169389.2636
2016/6/1 10:10,175705.4121
2016/6/1 10:15,174824.9195
2016/6/1 10:20,172221.6078
2016/6/1 10:25,173987.4181
2016/6/1 10:30,175022.9287
2016/6/1 10:35,175704.7536
2016/6/1 10:40,162769.3525
2016/6/1 10:45,162785.602
2016/6/1 10:50,163083.2196
2016/6/1 10:55,163376.9512
2016/6/1 11:00,163668.5336
2016/6/1 11:05,169504.9448
2016/6/1 11:10,169762.5765
2016/6/1 11:15,169744.6689
2016/6/1 11:20,177826.7682
2016/6/1 11:25,179954.2652
2016/6/1 11:30,183194.8025
2016/6/1 11:35,183118.4853
2016/6/1 11:40,183736.9435
2016/6/1 11:45,181667.3204
2016/6/1 11:50,181647.7712
2016/6/1 11:55,186120.853
2016/6/1 12:00,185902.3575
2016/6/1 12:05,199544.9369
2016/6/1 12:10,198553.0707
2016/6/1 12:15,195803.0292
2016/6/1 12:20,189099.8122
2016/6/1 12:25,186814.751
2016/6/1 12:30,186665.617
2016/6/1 12:35,185105.8291
2016/6/1 12:40,184985.7404
2016/6/1 12:45,187987.9387
2016/6/1 12:50,190091.8161
2016/6/1 12:55,196625.5953
2016/6/1 13:00,196880.2714
2016/6/1 13:05,207696.5522
2016/6/1 13:10,193090.1729
2016/6/1 13:15,191394.1518
2016/6/1 13:20,188956.5802
2016/6/1 13:25,189987.924
2016/6/1 13:30,190055.5072
2016/6/1 13:35,190036.1168
2016/6/1 13:40,188557.9004
2016/6/1 13:45,188837.5646
2016/6/1 13:50,188819.177
2016/6/1 13:55,188855.7611
2016/6/1 14:00,187578.0582
2016/6/1 14:05,177081.4724
2016/6/1 14:10,167008.7939
2016/6/1 14:15,166782.3947
2016/6/1 14:20,166721.5987
2016/6/1 14:25,166699.6803
2016/6/1 14:30,166658.7033
2016/6/1 14:35,166640.9171
2016/6/1 14:40,166165.5922
2016/6/1 14:45,161941.2531
2016/6/1 14:50,165267.8066
2016/6/1 14:55,171196.8484
2016/6/1 15:00,174078.801
2016/6/1 15:05,176492.225
2016/6/1 15:10,177354.3779
2016/6/1 15:15,181989.4759
2016/6/1 15:20,177691.1455
2016/6/1 15:25,177566.4088
2016/6/1 15:30,177721.8855
2016/6/1 15:35,177696.6339
2016/6/1 15:40,175565.7685
2016/6/1 15:45,176135.0008
2016/6/1 15:50,177377.2385
2016/6/1 15:55,178207.9655
2016/6/1 16:00,178151.711
2016/6/1 16:05,185395.3872
2016/6/1 16:10,185722.188
2016/6/1 16:15,185055.7488
2016/6/1 16:20,185289.3622
2016/6/1 16:25,185740.854
2016/6/1 16:30,188727.7892
2016/6/1 16:35,188774.1767
2016/6/1 16:40,188644.5997
2016/6/1 16:45,188473.694
2016/6/1 16:50,188325.6176
2016/6/1 16:55,188079.3739
2016/6/1 17:00,187841.7099
2016/6/1 17:05,209256.0152
2016/6/1 17:10,202446.6081
2016/6/1 17:15,199928.041
2016/6/1 17:20,197325.3844
2016/6/1 17:25,182557.2042
2016/6/1 17:30,184787.7512
2016/6/1 17:35,179032.5593
2016/6/1 17:40,176188.5949
2016/6/1 17:45,178133.29
2016/6/1 17:50,177559.4622
2016/6/1 17:55,171345.8705
2016/6/1 18:00,170761.6594
2016/6/1 18:05,122153.9826
2016/6/1 18:10,114264.7578
2016/6/1 18:15,110283.7983
2016/6/1 18:20,112351.3959
2016/6/1 18:25,116926.2877
2016/6/1 18:30,116697.6049
2016/6/1 18:35,120182.1019
2016/6/1 18:40,108287.7837
2016/6/1 18:45,107945.3229
2016/6/1 18:50,107728.1722
2016/6/1 18:55,107545.2395
2016/6/1 19:00,107351.0061
2016/6/1 19:05,99454.641
2016/6/1 19:10,99159.012
2016/6/1 19:15,98980.8129
2016/6/1 19:20,100747.698
2016/6/1 19:25,109579.4525
2016/6/1 19:30,112745.0357
2016/6/1 19:35,112983.8023
2016/6/1 19:40,106173.6454
2016/6/1 19:45,105977.6002
2016/6/1 19:50,105820.8221
2016/6/1 19:55,111204.9193
2016/6/1 20:00,111198.9031
2016/6/1 20:05,110514.4217
2016/6/1 20:10,105790.8379
2016/6/1 20:15,102665.7241
2016/6/1 20:20,98508.0678
2016/6/1 20:25,98420.1077
2016/6/1 20:30,98354.2773
2016/6/1 20:35,98307.1422
2016/6/1 20:40,98269.7431
2016/6/1 20:45,100290.0224
2016/6/1 20:50,106653.6815
2016/6/1 20:55,110963.5135
2016/6/1 21:00,111493.7533
2016/6/1 21:05,104412.6197
2016/6/1 21:10,104653.5944
2016/6/1 21:15,104601.6583
2016/6/1 21:20,104552.0197
2016/6/1 21:25,100405.1675
2016/6/1 21:30,100310.2224
2016/6/1 21:35,100251.9631
2016/6/1 21:40,100203.6149
2016/6/1 21:45,100175.4962
2016/6/1 21:50,100146.8497
2016/6/1 21:55,100107.9224
2016/6/1 22:00,100067.1593
2016/6/1 22:05,88193.1845
2016/6/1 22:10,78928.6675
2016/6/1 22:15,76564.0921
2016/6/1 22:20,80132.0262
2016/6/1 22:25,80179.6671
2016/6/1 22:30,82340.8808
2016/6/1 22:35,82246.2485
2016/6/1 22:40,82358.6251
2016/6/1 22:45,82409.6511
2016/6/1 22:50,82475.5059
2016/6/1 22:55,84013.897
2016/6/1 23:00,89745.6622
2016/6/1 23:05,94176.8116
2016/6/1 23:10,90435.9754
2016/6/1 23:15,88956.3367
2016/6/1 23:20,85225.3651
2016/6/1 23:25,89400.298
2016/6/1 23:30,87156.8446
2016/6/1 23:35,89404.4206
2016/6/1 23:40,89201.4943
2016/6/1 23:45,89211.1652
2016/6/1 23:50,88722.8937
2016/6/1 23:55,82989.915
2016/6/2 0:00,80638.4921
2016/6/2 0:05,77349.7744
2016/6/2 0:10,77307.8441
2016/6/2 0:15,79675.3513
2016/6/2 0:20,79678.6698
2016/6/2 0:25,76006.7615
2016/6/2 0:30,79899.4012
2016/6/2 0:35,77716.0695
2016/6/2 0:40,79966.3633
2016/6/2 0:45,79743.7555
2016/6/2 0:50,79736.4885
2016/6/2 0:55,79740.367
2016/6/2 1:00,79745.257
2016/6/2 1:05,79748.3562
2016/6/2 1:10,79751.5179
2016/6/2 1:15,79754.4962
2016/6/2 1:20,79757.1958
2016/6/2 1:25,79759.5822
2016/6/2 1:30,76056.3267
2016/6/2 1:35,79982.1077
2016/6/2 1:40,77784.7698
2016/6/2 1:45,80018.0201
2016/6/2 1:50,79792.7815
2016/6/2 1:55,79777.4908
2016/6/2 2:00,79778.827
2016/6/2 2:05,79772.0975
2016/6/2 2:10,79769.7323
2016/6/2 2:15,79767.6324
2016/6/2 2:20,79765.4349
2016/6/2 2:25,79763.1104
2016/6/2 2:30,79760.6552
2016/6/2 2:35,76054.1914
2016/6/2 2:40,79116.7903
2016/6/2 2:45,76935.4064
2016/6/2 2:50,79131.4978
2016/6/2 2:55,78912.1457
2016/6/2 3:00,78893.5641
2016/6/2 3:05,78894.8837
2016/6/2 3:10,78914.1816
2016/6/2 3:15,78913.6621
2016/6/2 3:20,78912.1326
2016/6/2 3:25,81270.7856
2016/6/2 3:30,81267.7752
2016/6/2 3:35,79704.3529
2016/6/2 3:40,76011.1242
2016/6/2 3:45,79912.5423
2016/6/2 3:50,77768.3951
2016/6/2 3:55,79900.1537
2016/6/2 4:00,79693.78
2016/6/2 4:05,79674.9586
2016/6/2 4:10,79666.3121
2016/6/2 4:15,79659.201
2016/6/2 4:20,79652.7152
2016/6/2 4:25,79646.5443
2016/6/2 4:30,79640.6047
2016/6/2 4:35,79634.7192
2016/6/2 4:40,79628.8154
2016/6/2 4:45,75953.6746
2016/6/2 4:50,79833.8663
2016/6/2 4:55,77727.1763
2016/6/2 5:00,79809.7033
2016/6/2 5:05,90815.9428
2016/6/2 5:10,83391.3938
2016/6/2 5:15,82627.0242
2016/6/2 5:20,82490.4732
2016/6/2 5:25,82399.4679
2016/6/2 5:30,82327.9561
2016/6/2 5:35,82268.882
2016/6/2 5:40,82218.7456
2016/6/2 5:45,82175.3126
2016/6/2 5:50,78082.9821
2016/6/2 5:55,82998.3908
2016/6/2 6:00,79563.8305
2016/6/2 6:05,93066.7514
2016/6/2 6:10,87978.9518
2016/6/2 6:15,86596.803
2016/6/2 6:20,84764.5996
2016/6/2 6:25,84260.1353
2016/6/2 6:30,83981.8078
2016/6/2 6:35,83507.9064
2016/6/2 6:40,83333.881
2016/6/2 6:45,83186.1613
2016/6/2 6:50,83055.9456
2016/6/2 6:55,85310.1238
2016/6/2 7:00,85215.039
2016/6/2 7:05,129527.5038
2016/6/2 7:10,135404.9136
2016/6/2 7:15,133664.9936
2016/6/2 7:20,133326.6646
2016/6/2 7:25,147659.0341
2016/6/2 7:30,154045.0093
2016/6/2 7:35,155403.7951
2016/6/2 7:40,162600.3262
2016/6/2 7:45,163822.5418
2016/6/2 7:50,164765.294
2016/6/2 7:55,165422.5613
2016/6/2 8:00,165617.0646
2016/6/2 8:05,197249.6741
2016/6/2 8:10,198019.4316
2016/6/2 8:15,197693.2708
2016/6/2 8:20,202289.2106
2016/6/2 8:25,202574.2049
2016/6/2 8:30,203363.9053
2016/6/2 8:35,203582.6837
2016/6/2 8:40,203862.6502
2016/6/2 8:45,204117.5135
2016/6/2 8:50,203851.0719
2016/6/2 8:55,198740.7418
2016/6/2 9:00,201479.4034
2016/6/2 9:05,174161.9626
2016/6/2 9:10,176103.6129
2016/6/2 9:15,177236.231
2016/6/2 9:20,177529.6882
2016/6/2 9:25,177655.4689
2016/6/2 9:30,177877.9452
2016/6/2 9:35,177996.9948
2016/6/2 9:40,177920.5785
2016/6/2 9:45,178216.0349
2016/6/2 9:50,178250.6088
2016/6/2 9:55,178263.163
2016/6/2 10:00,177897.5745
2016/6/2 10:05,170640.1858
2016/6/2 10:10,166344.9762
2016/6/2 10:15,166351.8327
2016/6/2 10:20,167130.174
2016/6/2 10:25,171759.8252
2016/6/2 10:30,172656.3463
2016/6/2 10:35,173451.6275
2016/6/2 10:40,163998.919
2016/6/2 10:45,162201.4947
2016/6/2 10:50,162427.323
2016/6/2 10:55,162629.6976
2016/6/2 11:00,162827.9947
2016/6/2 11:05,168795.123
2016/6/2 11:10,169146.179
2016/6/2 11:15,169387.8732
2016/6/2 11:20,175465.0879
2016/6/2 11:25,181644.0969
2016/6/2 11:30,180945.5039
2016/6/2 11:35,181509.9058
2016/6/2 11:40,183808.9329
2016/6/2 11:45,181844.182
2016/6/2 11:50,181951.7668
2016/6/2 11:55,181966.6567
2016/6/2 12:00,181793.895
2016/6/2 12:05,199627.8911
2016/6/2 12:10,197165.6389
2016/6/2 12:15,196193.5936
2016/6/2 12:20,185988.4571
2016/6/2 12:25,185838.0897
2016/6/2 12:30,185862.3643
2016/6/2 12:35,185935.2163
2016/6/2 12:40,186674.6727
2016/6/2 12:45,186782.5261
2016/6/2 12:50,191885.6668
2016/6/2 12:55,194247.5594
2016/6/2 13:00,194542.3154
2016/6/2 13:05,192569.8752
2016/6/2 13:10,192066.5477
2016/6/2 13:15,193790.4374
2016/6/2 13:20,195509.7559
2016/6/2 13:25,195907.6489
2016/6/2 13:30,196228.6657
2016/6/2 13:35,196489.8583
2016/6/2 13:40,196751.303
2016/6/2 13:45,197038.3277
2016/6/2 13:50,197237.3491
2016/6/2 13:55,197418.8081
2016/6/2 14:00,197079.5276
2016/6/2 14:05,187006.4156
2016/6/2 14:10,172393.0895
2016/6/2 14:15,171298.8633
2016/6/2 14:20,171073.6819
2016/6/2 14:25,170960.2447
2016/6/2 14:30,174401.4973
2016/6/2 14:35,174543.4686
2016/6/2 14:40,174696.6516
2016/6/2 14:45,174792.671
2016/6/2 14:50,174883.0725
2016/6/2 14:55,174905.0509
2016/6/2 15:00,182326.9232
2016/6/2 15:05,192970.1502
2016/6/2 15:10,193549.9872
2016/6/2 15:15,192754.2154
2016/6/2 15:20,192282.696
2016/6/2 15:25,191946.879
2016/6/2 15:30,187484.6056
2016/6/2 15:35,186923.9638
2016/6/2 15:40,186667.6112
2016/6/2 15:45,185893.7249
2016/6/2 15:50,186603.0403
2016/6/2 15:55,186604.0417
2016/6/2 16:00,187149.2681
2016/6/2 16:05,194347.9465
2016/6/2 16:10,194454.9374
2016/6/2 16:15,194541.0024
2016/6/2 16:20,195264.3566
2016/6/2 16:25,197974.4112
2016/6/2 16:30,198032.9445
2016/6/2 16:35,198793.6822
2016/6/2 16:40,198763.7987
2016/6/2 16:45,198628.5183
2016/6/2 16:50,197666.1723
2016/6/2 16:55,197226.9372
2016/6/2 17:00,196884.8401
2016/6/2 17:05,209796.0709
2016/6/2 17:10,205534.6993
2016/6/2 17:15,204715.66
2016/6/2 17:20,198744.9426
2016/6/2 17:25,189272.0345
2016/6/2 17:30,188117.7798
2016/6/2 17:35,187463.2898
2016/6/2 17:40,179860.8879
2016/6/2 17:45,179084.1183
2016/6/2 17:50,181885.9202
2016/6/2 17:55,178609.6816
2016/6/2 18:00,178195.1252
2016/6/2 18:05,129591.3622
2016/6/2 18:10,114850.9397
2016/6/2 18:15,113619.7936
2016/6/2 18:20,118706.0085
2016/6/2 18:25,124018.404
2016/6/2 18:30,123716.0723
2016/6/2 18:35,129598.0044
2016/6/2 18:40,115253.256
2016/6/2 18:45,114810.501
2016/6/2 18:50,114529.0133
2016/6/2 18:55,114284.1063
2016/6/2 19:00,114057.5723
2016/6/2 19:05,106178.9178
2016/6/2 19:10,105878.5879
2016/6/2 19:15,105687.7406
2016/6/2 19:20,107445.4321
2016/6/2 19:25,115476.499
2016/6/2 19:30,117442.5833
2016/6/2 19:35,117348.0606
2016/6/2 19:40,112823.8865
2016/6/2 19:45,112633.772
2016/6/2 19:50,112463.1969
2016/6/2 19:55,116463.5786
2016/6/2 20:00,116573.4011
2016/6/2 20:05,113623.552
2016/6/2 20:10,113658.3753
2016/6/2 20:15,108954.3662
2016/6/2 20:20,105313.5415
2016/6/2 20:25,105244.8497
2016/6/2 20:30,105201.7488
2016/6/2 20:35,105165.1841
2016/6/2 20:40,105132.8205
2016/6/2 20:45,107655.7585
